구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실여부,설치여부,기저귀교환대장소,리모델링연월,데이터기준일자
공중화장실,대풍주유소,경기도 고양시 일산동구 백마로 526,경기도 고양시 일산동구 백마로 526  (풍동),N,1,2,0,0,0,0,1,0,0,일산동구 환경녹지과,031-8075-6252,24시간,,37.6635375422,126.8065789647,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,고일주유소,경기도 고양시 일산동구 백마로 455,경기도 고양시 일산동구 백마로 455,N,1,2,0,0,0,0,1,0,0,일산동구 환경녹지과,031-8075-6252,24시간,,37.6614716977,126.7986504313,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,대산타운,경기도 고양시 일산동구 중산로157번길 49,경기도 고양시 일산동구 중산로157번길 49  (중산동),N,10,10,5,0,0,0,10,5,0,일산동구 환경녹지과,031-8075-6252,24시간,,37.6840766486,126.7791803387,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,백송주유소,경기도 고양시 일산서구 덕이로 188,경기도 고양시 일산서구 덕이로 188  (덕이동),N,1,1,0,0,0,0,1,0,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6947834224,126.7402730577,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,하나로프라자,경기도 고양시 일산서구 일산로 662,경기도 고양시 일산서구 일산로 662  (대화동),N,10,10,0,0,0,0,10,0,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6830121112,126.7558055222,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,지평우체국,"경기도 양평군 지평면 지평의병로 87 (지평리, 지평우체국)",경기도 양평군 지평면 지평리 539번지 지평파출소,N,1,1,0,0,0,0,1,0,0,지평우체국,031-773-7004,9시간,2019-05,37.4754470011,127.6356834926,데이터미보유,데이터미보유,데이터미보유,N,,N,N,,,2023-06-22
공중화장실,지평파출소,"경기도 양평군 지평면 지평의병로 91 (지평리, 지평파출소)",경기도 양평군 지평면 지평리 581-2번지,N,1,1,0,0,0,0,1,0,0,지평파출소,031-773-7112,24시간,2019-05,37.4753022880,127.6361130017,데이터미보유,데이터미보유,데이터미보유,N,,N,N,,,2023-06-22
공중화장실,지평119지역대,경기도 양평군 지평면 지평의병로116번길 1,경기도 양평군 지평면 지평리 581-2번지,N,1,0,0,0,0,0,1,0,0,지평119지역대,031-770-0558,24시간,,37.4744422716,127.6393007564,데이터미보유,데이터미보유,데이터미보유,N,,N,N,,,2023-06-22
공중화장실,지평면사무소,경기도 양평군 지평면 지평의병로116번길 1,경기도 양평군 지평면 지평리 584-1번지 지평면종합복지관,N,2,3,1,0,0,0,2,1,0,양평군 지평면,031-770-3283,12시간,2019-05,37.4744422716,127.6393007564,데이터미보유,데이터미보유,데이터미보유,N,,N,N,,,2023-06-22
공중화장실,지평시장,경기도 양평군 지평면 지평의병로116번길 11 (지평리),경기도 양평군 청운면 비룡리 898번지,N,2,3,1,0,0,0,4,1,0,양평군 지평면,031-770-3283,24시간,2019-05,37.4738398019,127.6380668990,데이터미보유,데이터미보유,데이터미보유,N,,N,N,,,2023-06-22
간이화장실,밤골유원지내(2),경기도 양평군 청운면 비룡리 898,경기도 양평군 청운면 비룡리 898번지,N,1,1,0,1,0,0,1,0,0,양평군 청운면,031-770-3225,16시간,,37.5333610506,127.6909624879,데이터미보유,데이터미보유,데이터미보유,N,,N,N,,,2023-06-22
간이화장실,밤골유원지내(1),경기도 양평군 청운면 비룡리898,경기도 양평군 용문면 다문리 793-8번지,N,1,1,0,0,0,0,1,0,0,양평군 청운면,031-770-3225,10시간,,37.5333610506,127.6909624879,데이터미보유,데이터미보유,데이터미보유,N,,N,N,,,2023-06-22
공중화장실,양평군종합사회복지관,경기도 양평군 용문면 용문역길 67,경기도 양평군 용문면 다문리 452-7번지,N,5,7,3,0,0,0,7,3,0,양평군,031-775-7741,10시간,,37.4805118344,127.5892402505,데이터미보유,데이터미보유,데이터미보유,N,,N,N,,,2023-06-22
공중화장실,용문 119구조대,경기도 양평군 용문면 연수로 64,경기도 양평군 용문면 다문리 786-9번지,N,1,1,0,0,0,0,1,1,0,용문 120구조대,031-770-0531,10시간,,37.4930220171,127.5903071890,데이터미보유,데이터미보유,데이터미보유,N,,N,N,,,2023-06-22
공중화장실,창업지원센터,경기도 광명시 오리로 362(소하동),경기도 광명시 소하동 1268-3번지,N,5,4,1,1,0,0,10,1,0,사회적경제과,02-2680-6856,08:00~18:00,2023-05,37.4347238573,126.8797490702,공공기관,공공용시설,수세식,Y,,N,Y,여자화장실,,2023-06-21
공중화장실,광명시 가족센터,경기도 광명시 디지털로 34 2층,경기도 광명시 철산동 379번지 2층,N,1,1,0,0,0,0,2,0,0,여성가족과,02-6265-1366,09:00~18:00,,37.4733638123,126.8709705427,공공기관,공공용시설,수세식,N,,N,N,,,2023-06-21
공중화장실,육아종합지원센터,경기도 광명시 성채로78번길 7,경기도 광명시 소하동 1385번지,N,2,2,1,1,3,3,6,1,0,보육정책과,02-899-0163,09:00~18:00,2023-12,37.4323212033,126.8770787543,공공기관,공공용시설,수세식,Y,,N,Y,,,2023-06-21
공중화장실,청소년상담복지센터(본관),경기도 광명시 디지털로 34,경기도 광명시 철산동 379번지,N,4,2,2,1,3,3,7,1,6,교육청소년과/광명시청소년재단,,09:00~20:00,1983-01,37.4733638123,126.8709705427,공공기관,공공용시설,수세식,Y,장애인+남자+여자화장실,Y,N,,,2023-06-21
공중화장실,디딤청소년활동센터,"경기도 광명시 성채로 52, 4층 (소하2동주민센터)",경기도 광명시 소하동 1383-1번지 소하2동주민센터 4층,N,2,3,1,1,0,0,3,1,0,교육청소년과/광명시청소년재단,,09:00~22:00,2023-01,37.4321123894,126.8802227430,공공기관,공공용시설,수세식,Y,장애인+남자+여자화장실,Y,Y,남자+여자화장실,,2023-06-21
개방화장실,헤슬리나인브릿지화장실,경기도 여주시 명품1로 76,경기도 여주시 연라동 1-13,N,5,6,0,0,0,0,9,0,0,민간,031-887-9999,06:00~20:00,2001-01,37.2580259362,127.6165611262,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,페럼클럽골프장화장실,경기도 여주시 점동면 점동로 181,경기도 여주시 점동면 사곡리 450,N,4,5,0,0,0,0,6,0,0,민간,,06:00~20:00,2013-01,37.2055129427,127.6907116469,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,여주도서관본관화장실2,경기도 여주시 여양로 190-17,경기도 여주시 천송동 561-3 여주도서관,N,3,3,0,0,0,0,6,0,0,지자체(평생학습센터),031-887-3310,09:00~22:00,2012-01,37.2997306025,127.6511865479,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,트리니티골프클럽화장실,경기도 여주시 가남읍 가남로 320-21,경기도 여주시 가남읍 양귀리 산 115-2,N,5,6,0,0,0,0,6,0,0,민간,031-887-7900,06:00~20:00,2006-01,37.2049482861,127.5755381134,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,아리지골프장화장실,경기도 여주시 가남읍 아리지그린길 68,경기도 여주시 가남읍 양귀리 산 17-1,N,4,6,0,0,0,0,6,0,0,민간,031-887-5678,06:00~20:00,2001-01,37.2116077205,127.6022215098,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,빅토리아골프클럽,경기도 여주시 가남읍 송삼로 191,경기도 여주시 가남읍 송림리 214,N,4,5,0,0,0,0,6,0,0,민간,,06:00~20:00,2005-01,37.1808141860,127.6309976692,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,남여주골프장화장실,경기도 여주시 가여로 532,경기도 여주시 하거동 산 40,N,4,6,0,0,0,0,8,0,0,민간,031-880-6700,06:00~20:00,1997-01,37.2284148980,127.6335148851,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,블루헤런골프장화장실,경기도 여주시 대신면 고달사로 67,경기도 여주시 대신면 상구리 산 11-1,N,5,6,0,0,0,0,8,0,0,민간,031-880-0700,06:00~20:00,1991-01,37.3843932771,127.6479223552,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,캐슬파인골프장화장실,경기도 여주시 강천면 부평로 580,경기도 여주시 강천면 부평리 산 47-1 캐슬파인골프클럽,N,4,5,0,0,0,0,6,0,0,민간,031-886-8656,06:00~20:00,2003-01,37.2982427952,127.7434122913,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,금강CC골프장화장실,경기도 여주시 가남읍 금강그린길 84,경기도 여주시 가남읍 본두리 77-3,N,5,6,0,0,0,0,9,0,0,민간,031-880-6000,06:00~20:00,1994-01,37.2400982325,127.5949991788,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,스카이벨리골프장화장실,,경기도 여주시 북내면 운촌리 산 40 스카이밸리CC,N,5,6,0,0,0,0,6,0,0,민간,031-880-8800,06:00~20:00,2007-01,,,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,이포CC골프장,경기도 여주시 금사면 장흥로 416,경기도 여주시 금사면 장흥리 27-1 이포리조트,N,5,8,0,0,0,0,8,0,0,민간,031-880-9000,06:00~20:00,1991-01,37.3924810354,127.4974468387,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,월드시네마화장실,경기도 여주시 세종로79번길 8,경기도 여주시 홍문동 273 월드피아2040,N,3,8,0,0,0,0,5,0,0,민간,,08:00~23:00,2000-01,37.2903294332,127.6359934342,N,N,N,N,N,N,N,N,,2022-04-15
공중화장실,상호리농촌체험마을화장실,경기도 여주시 금사면 금품1로 418,경기도 여주시 금사면 상호리 131-21,N,2,3,0,0,0,0,5,0,0,민간(마을공동협의회),,00:00~24:00,2000-01,37.4078113248,127.4769601252,N,N,N,N,N,N,N,N,,2022-04-15
공중화장실,광대리농촌체험마을화장실,경기도 여주시 세종대왕면 광대1길 6,경기도 여주시 세종대왕면 광대리 306-1 한우물화장실,N,2,3,0,0,0,0,5,0,0,민간(마을공동체협의회),,00:00~24:00,2000-01,37.2630985507,127.5747615830,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,여주홈마트화장실,경기도 여주시 세종로 73,경기도 여주시 홍문동 269-1,N,2,1,0,0,0,0,3,0,0,민간,,09:00~21:00,2005-01,37.2913034069,127.6355890297,N,N,N,N,N,N,N,N,,2022-04-15
공중화장실,세종산림욕장화장실,,경기도 여주시 세종대왕면 왕대리 산 120-1,N,1,1,0,0,0,0,1,0,0,지자체(산림공원과),,00:00~24:00,2009-01,,,N,N,N,N,N,N,N,N,,2022-04-15
공중화장실,마감산산림욕장화장실,경기도 여주시 강천면 마감로 477,경기도 여주시 강천면 걸은리 산 81-1,N,6,9,1,0,0,0,9,1,0,지자체(산림공원과),,00:00~24:00,2009-01,37.3112813853,127.7275987246,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,세라지오골프클럽화장실,경기도 여주시 여양로 530,경기도 여주시 오금동 422-3 세라지오cc,N,5,6,0,0,0,0,6,0,0,민간,031-887-8700,06:00~20:00,2001-01,37.3290465918,127.6560877328,N,N,N,N,N,N,N,N,,2022-04-15
공중화장실,연양동공중화장실,경기도 여주시 강변유원지길 107,경기도 여주시 연양동 304-3,N,1,2,0,0,0,0,2,0,0,지자체(여주도시관리공단),031-880-4095,00:00~24:00,1991-01,37.2931019768,127.6670927764,N,N,N,N,N,N,N,N,,2022-04-15
공중화장실,㈜하이웨이에너지,경기도 광명시 광명로 769 (광명동),경기도 광명시 광명동 754-2번지,N,2,2,0,0,0,0,1,0,0,㈜하이웨이에너지,02-2617-5181,00:00~00:00,1996-10,37.4688947292,126.8479949665,민간,"주유소, 충전소",수세식,N,,Y,N,,,2023-06-21
공중화장실,(주)푸른주유소,경기도 광명시 광명로 774 (광명동),,Y,1,2,0,0,0,0,1,0,0,(주)푸른주유소,02-2625-1320,00:00~00:00,1997-04,,,민간,"주유소, 충전소",수세식,N,,Y,N,,,2023-06-21
공중화장실,광생주유소,경기도 광명시 광명로 856 (광명동),경기도 광명시 광명동 295-20번지,N,1,2,0,0,0,0,1,0,0,광생주유소,02-2689-5512,00:00~00:00,1994-08,37.4754832682,126.8528460983,민간,"주유소, 충전소",수세식,N,,Y,N,,,2023-06-21
공중화장실,큰사랑주유소,"경기도 광명시 금오로 659 (옥길동, 큰사랑주유소)",경기도 광명시 옥길동 346-8번지 큰사랑주유소,N,1,1,0,0,0,0,2,0,0,큰사랑주유소,,00:00~00:00,2023-03,37.4597450082,126.8316902533,민간,"주유소, 충전소",수세식,N,,Y,N,,,2023-06-21
공중화장실,행운주유소,경기도 광명시 부광로 309 (옥길동),경기도 광명시 옥길동 236-8번지,Y,1,2,0,0,0,0,2,0,0,행운주유소,,00:00~00:00,2023-05,37.4641593606,126.8344779328,민간,"주유소, 충전소",수세식,Y,여자화장실,Y,N,,,2023-06-21
개방화장실,헵시바LPG 충전소,"경기도 광명시 오리로 1044 (광명동, 헵시바 LPG 충전소)",경기도 광명시 광명동 162-2번지 헵시바 LPG 충전소,N,2,2,0,0,0,0,1,0,0,헵시바LPG 충전소,02-2615-5151,00:00~00:00,2023-09,37.4817098237,126.8476008610,민간,"주유소, 충전소",수세식,Y,남자+여자화장실,Y,N,,,2023-06-21
공중화장실,갑종주유소,경기도 광명시 오리로 460 (소하동),경기도 광명시 소하동 298-5번지,N,2,2,0,0,0,0,2,0,0,갑종주유소,,00:00~00:00,1994-12,37.4431716859,126.8801428362,민간,"주유소, 충전소",수세식,N,,Y,N,,,2023-06-21
공중화장실,(주)서울주유소,경기도 광명시 오리로 461 (소하동),경기도 광명시 소하동 303-14번지,N,1,2,0,0,0,0,2,0,0,(주)서울주유소,,00:00~00:00,2023-05,37.4432399358,126.8794074637,민간,"주유소, 충전소",수세식,N,,Y,N,,,2023-06-21
공중화장실,하안단지주유소,경기도 광명시 오리로 608 (소하동),경기도 광명시 소하동 1275번지,N,1,2,0,0,0,0,2,0,0,하안단지주유소,02-899-5202,00:00~00:00,2023-05,37.4560984741,126.8803866688,민간,"주유소, 충전소",수세식,Y,여자화장실,N,N,,,2023-06-21
공중화장실,KTX주유소,경기도 광명시 오리로 121 (일직동),경기도 광명시 일직동 363-2번지,N,2,2,0,0,0,0,2,0,0,KTN주유소,02-899-3020,00:00~00:00,2023-04,37.4140576489,126.8784278777,민간,"주유소, 충전소",수세식,N,,N,N,,,2023-06-21
공중화장실,군포시청소년수련관,"경기도 군포시 산본로 322(금정동, 군포시청수년수련관)",경기도 군포시 금정동 847-3번지 군포시청수년수련관,N,10,14,2,0,0,0,14,2,0,군포시청소년재단,031-390-1409,06:00~21:00,2022-02,37.3598345302,126.9347833004,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,N,없음,,2022-11-22
공중화장실,새광명주유소,경기도 광명시 시청로 115 (철산동),경기도 광명시 철산동 60번지,N,1,2,0,0,0,0,1,0,0,새광명주유소,02-2625-7674,00:00~00:00,1995-09,37.4865400770,126.8656229567,민간,"주유소, 충전소",수세식,N,,Y,N,,,2023-06-21
공중화장실,in-n-out주유소,경기도 광명시 안양천로 463 (철산동),경기도 광명시 철산동 32번지,N,1,2,0,0,0,0,2,0,0,in-n-Yut주유소,02-3666-5151,00:00~00:00,2023-05,37.4890119358,126.8693914557,민간,"주유소, 충전소",수세식,N,,Y,N,,,2023-06-21
공중화장실,범안셀프주유소,"경기도 광명시 범안로 864 (하안동, 범안셀프주유소)",경기도 광명시 하안동 362-4번지 범안셀프주유소,N,2,2,0,0,0,0,1,0,0,범안셀프주유소,02-899-5104,00:00~00:00,1995-07,37.4511741612,126.8645650406,민간,"주유소, 충전소",수세식,N,,N,N,,,2023-06-21
공중화장실,극동실업가스충전소,"경기도 광명시 범안로 903 (하안동, 극동실업가스충전소)",경기도 광명시 하안동 501-6번지 극동실업가스충전소,N,1,2,0,0,0,0,1,0,0,극동실업가스충전소,02-898-1212,00:00~00:00,2023-12,37.4543473198,126.8663133042,민간,"주유소, 충전소",수세식,N,,Y,N,,,2023-06-21
공중화장실,영진주유소,"경기도 광명시 범안로 984 (하안동, 영진주유소)",경기도 광명시 하안동 301번지 영진주유소,N,1,2,0,0,0,0,2,0,0,영진주유소,,00:00~00:00,1995-04,37.4586313512,126.8735589104,민간,"주유소, 충전소",수세식,N,,N,N,,,2023-06-21
공중화장실,자유로골프클럽,경기도 고양시 일산서구 멱절길124번길 6-15,경기도 고양시 일산서구 멱절길124번길 6-15  (대화동),N,4,6,0,0,0,0,7,0,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6574992377,126.7324451005,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,월드메르디앙 오피스텔,경기도 고양시 일산서구 주화로 180,경기도 고양시 일산서구 주화로 180  (대화동),N,3,6,2,0,0,0,2,2,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6745350445,126.7493812178,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,씨티타워,경기도 고양시 일산서구 중앙로 1559,경기도 고양시 일산서구 중앙로 1559  (대화동),N,20,29,1,0,0,0,20,1,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6754198550,126.7482043023,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,킨텍스프라자,경기도 고양시 일산서구 중앙로 1573,경기도 고양시 일산서구 중앙로 1573  (대화동),N,18,20,1,0,0,0,22,0,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6759530164,126.7470082329,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,다산스카이빌,경기도 고양시 일산서구 중앙로 1560,경기도 고양시 일산서구 중앙로 1560  (대화동),N,10,15,0,0,0,0,10,0,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6760535566,126.7486401648,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,명진프라자빌딩,경기도 고양시 일산서구 강성로 247,경기도 고양시 일산서구 강성로 247  (대화동),N,14,20,1,0,4,0,20,1,2,일산서구 환경녹지과,031-8075-7563,24시간,,37.6761123978,126.7493880065,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,바른정형외과,경기도 고양시 일산서구 일산로 676,경기도 고양시 일산서구 일산로 676  (대화동),N,10,15,1,0,0,0,10,1,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6825323496,126.7540524748,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,하성프라자,경기도 고양시 일산서구 중앙로 1568,경기도 고양시 일산서구 중앙로 1568  (대화동),N,15,26,1,0,0,0,15,1,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6763734575,126.7479225208,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,대화우체국,경기도 고양시 일산서구 일산로 664,경기도 고양시 일산서구 일산로 664  (대화동),N,1,1,0,0,0,0,1,1,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6830103218,126.7555220155,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,태진빌딩,경기도 고양시 일산서구 중앙로 1576,경기도 고양시 일산서구 중앙로 1576  (대화동),N,10,30,5,0,0,0,20,5,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6766932092,126.7471821922,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,백병원,경기도 고양시 일산서구 주화로 170,경기도 고양시 일산서구 주화로 170  (대화동),N,28,26,4,0,0,0,31,4,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6742710122,126.7503817665,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,연세프라자,경기도 고양시 일산서구 대산로 215,경기도 고양시 일산서구 대산로 215  (대화동),N,10,10,0,0,0,0,10,0,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6782449931,126.7545149948,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,동문씨티프라자,경기도 고양시 일산서구 강성로 147,경기도 고양시 일산서구 강성로 147  (주엽동),N,20,30,0,0,0,0,20,0,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6717770287,126.7593648793,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,일산문촌프라자,경기도 고양시 일산서구 대산로 126,경기도 고양시 일산서구 대산로 126  (주엽동),N,5,10,0,0,0,0,10,0,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6747879746,126.7637687862,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,태승빌딩,경기도 고양시 일산서구 중앙로 1420,경기도 고양시 일산서구 중앙로 1420  (주엽동),N,10,10,0,0,0,0,10,0,0,일산서구 환경녹지과,031-8075-7563,24시간,,37.6699320117,126.7626715244,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,푸름청소년활동센터,"경기도 광명시 광명로791번길 6 (광명동, 광명6동 주민센터)",경기도 광명시 광명동 786번지 광명6동주민센터,N,1,1,1,0,0,0,1,1,0,교육청소년과/광명시청소년재단,02-6677-1079,09:00~22:00,2023-01,37.4710616219,126.8486546807,공공기관,공공용시설,수세식,Y,장애인+남자+여자화장실,Y,Y,남자+여자화장실,,2023-06-21
공중화장실,광명청소년수련관,"경기도 광명시 소하일로 9 (소하동, 광명시 청소년수련관)",경기도 광명시 소하동 1331번지 광명시청소년수련관,N,14,14,5,0,0,0,32,5,0,교육청소년과/광명시청소년재단,,09:00~22:00,2023-06,37.4461686186,126.8879073968,공공기관,공공용시설,수세식,Y,장애인+남자+여자화장실,Y,Y,남자+여자화장실,,2023-06-21
공중화장실,시립철산종합사회복지관,"경기도 광명시 연서일로 4-3 (철산동, 철산종합사회복지관)",경기도 광명시 철산동 158번지 철산종합사회복지관,N,6,8,2,2,0,0,10,2,0,복지정책과/철산복지관 경영지원과,02-6012-7093,09:00~18:00,1986-12,37.4830785470,126.8655617394,공공기관,공공용시설,수세식,Y,장애인+남자+여자화장실,Y,N,,,2023-06-21
공중화장실,평생학습원,경기도 광명시 하안동 철망산로 2,경기도 광명시 하안동 718-2번지,N,17,14,3,6,0,0,45,3,0,평생학습원,02-2680-6193,09:00~21:00,2023-02,37.4667420624,126.8698838918,공공기관,공공용시설,수세식,Y,장애인+여자화장실,Y,Y,남자+여자화장실,,2023-06-21
공중화장실,소하도서관,"경기도 광명시 소하일로 7 (소하동, 소하도서관)",경기도 광명시 소하동 1331번지 소하도서관,N,10,5,5,5,0,0,20,5,5,도서관,02-2680-0909,07:00~23:00,2023-05,37.4454569829,126.8879923302,공공기관,공공용시설,수세식,Y,장애인+남자+여자화장실,Y,Y,남자+여자화장실,,2023-06-21
공중화장실,하안도서관,"경기도 광명시 철망산로 46 (하안동, 광명시하안도서관)",경기도 광명시 하안동 683번지 광명시하안도서관,N,17,23,5,5,0,1,28,4,0,도서관,02-2680-5443,07:00~23:00,1993-04,37.4678532158,126.8737420595,공공기관,공공용시설,수세식,N,장애인+여자화장실,Y,N,,,2023-06-21
공중화장실,충현도서관,경기도 광명시 충현로42번길 19 (소하동),경기도 광명시 소하동 1256-1번지,N,4,5,1,1,1,0,5,2,2,도서관,,07:00~23:00,,37.4340468758,126.8847394473,공공기관,공공용시설,수세식,N,장애인+남자+여자화장실,Y,Y,여자화장실,,2023-06-21
공중화장실,연서도서관,경기도 광명시 연서일로 10,경기도 광명시 철산동 153번지,N,6,3,3,3,0,0,12,3,0,도서관,,07:00~23:00,2023-07,37.4828760646,126.8647830117,공공기관,공공용시설,수세식,Y,장애인+남자+여자화장실,Y,Y,여자화장실,,2023-06-21
공중화장실,열린시민청,경기도 광명시 오리로 854번길 10,경기도 광명시 철산동 419번지,N,11,9,4,4,0,0,18,1,0,신도시조성과,,09:00~18:00,2023-09,37.4743689676,126.8684627314,공공기관,공공용시설,수세식,N,장애인+여자화장실,N,Y,여자화장실,,2023-06-21
공중화장실,주민건강증진센터,경기도 광명시 광명로 942-1,경기도 광명시 광명동 92-10번지,N,4,4,1,0,1,0,7,1,0,보건정책과,02-2680-0966,09:00~18:00,2023-02,37.4827760127,126.8562895190,공공기관,공공용시설,수세식,N,,Y,N,,,2023-06-21
공중화장실,OK주유소(늘푸른),경기도 양평군 강상면 강남로 938,경기도 양평군 강상면 교평리 554-1번지,N,1,2,0,0,0,0,1,0,0,OK주유소,031-771-3131,10시간,,37.4789763461,127.4862014437,데이터미보유,데이터미보유,데이터미보유,N,,N,N,,,2023-06-22
공중화장실,나름청소년활동센터,"경기도 광명시 철산로 56 (철산동, 철산3동주민센터)",경기도 광명시 철산동 449-1번지 철산3동주민센터,N,1,2,1,0,0,0,3,1,0,교육청소년과/광명시청소년재단,,09:00~22:00,2023-12,37.4770228014,126.8725684920,공공기관,공공용시설,수세식,N,장애인+여자화장실,Y,Y,여자화장실,,2023-06-21
공중화장실,양평농협강상주유소,경기도 양평군 강상면 느티나무1길 5,경기도 양평군 강상면 대석리 440번지,N,1,2,0,0,0,0,2,0,0,양평농협강상주유소,031-775-5153,24시간,,37.4789763461,127.4862014437,데이터미보유,데이터미보유,데이터미보유,N,,N,N,,,2023-06-22
공중화장실,한국전력공사양평지점,경기도 양평군 강상면 병산리 30-1,경기도 양평군 강상면 교평리 592-1번지,N,5,5,1,1,0,0,5,1,0,양평군 개군면,031-770-1211,16시간,,37.4870788233,127.4808098476,데이터미보유,데이터미보유,데이터미보유,N,,N,N,,,2023-06-22
개방화장실,황학산수목원화장실,경기도 여주시 황학산수목원길 73,경기도 여주시 매룡동 282 황학산수목원,N,3,5,1,0,0,0,7,1,0,지자체(산림공원과),031-887-2744,09:00~18:00,2012-01,37.2787422812,127.6470272581,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,황학산수목원화장실,경기도 여주시 황학산수목원길 73,경기도 여주시 매룡동 282 황학산수목원,N,3,5,1,0,0,0,7,1,0,지자체(산림공원과),031-887-2744,09:00~18:00,2012-01,37.2787422812,127.6470272581,N,N,N,N,N,N,N,N,,2022-04-15
공중화장실,능서체육공원화장실,경기도 여주시 세종대왕면 능서공원길 101,경기도 여주시 세종대왕면 신지리 254-2 능서레포츠공원,N,1,1,0,0,0,0,1,0,0,지자체(평생학습센터),031-887-2862,00:00~24:00,2003-01,37.2951448597,127.5857939503,N,N,N,N,N,N,N,N,,2022-04-15
공중화장실,현암동공중화장실,경기도 여주시 강변북로 127,경기도 여주시 현암동 637-144,N,1,2,0,0,0,0,2,0,0,지자체(남한강관리사업소),031-887-3107,00:00~24:00,2012-01,37.3052829008,127.6366071387,N,N,N,N,N,N,N,N,,2022-04-15
공중화장실,가마섬공중화장실,,경기도 여주시 강천면 부평리 621,N,1,1,0,0,0,0,1,0,0,지자체(강천면사무소),,00:00~24:00,2001-01,37.2532829285,127.7525763206,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,삼강주유소화장실,,경기도 여주시 흥천면 신근리 873-5,N,2,1,0,0,0,0,1,0,0,민간,031-884-1115,09:00~21:00,1998-01,37.2991829396,127.5559992428,N,N,N,N,N,N,N,N,,2022-04-15
공중화장실,흥천체육공원화장실,경기도 여주시 흥천면 효자로 94,경기도 여주시 흥천면 효지리 224,N,2,2,1,0,0,0,3,1,0,지자체(흥천면사무소),031-887-3875,00:00~24:00,2006-01,37.3306719850,127.5484709035,N,N,N,N,N,N,N,N,,2022-04-15
개방화장실,흥천면사무소화장실,경기도 여주시 흥천면 효자로 154,경기도 여주시 흥천면 효지리 376-6 흥천면사무소,N,1,2,1,0,0,0,2,1,0,지자체(흥천면사무소),031-887-3875,09:00~18:00,1975-01,37.3333067258,127.5414286094,N,N,N,N,N,N,N,N,,2022-04-15
